hid,date,state,type,session_year
808,2015-08-27,CA,Regular,2015
809,2015-08-27,CA,Regular,2015
810,2016-02-22,CA,Informational,2015
811,2016-02-22,CA,Informational,2015
812,2016-02-22,CA,Informational,2015
813,2016-02-22,CA,Regular,2015
814,2016-02-22,CA,Budget,2015
815,2016-02-23,CA,Regular,2015
816,2016-02-23,CA,Informational,2015
817,2016-02-22,CA,Regular,2015
818,2016-02-23,CA,Regular,2015
819,2016-02-23,CA,Regular,2015
820,2016-02-23,CA,Budget,2015
821,2016-02-23,CA,Informational,2015
822,2016-02-24,CA,Informational,2015
823,2016-02-24,CA,Informational,2015
824,2016-02-24,CA,Informational,2015
825,2016-02-24,CA,Budget,2015
826,2016-02-24,CA,Informational,2015
827,2016-02-23,CA,Budget,2015
828,2016-02-25,CA,Regular,2015
829,2016-02-25,CA,Informational,2015
830,2016-02-29,CA,Informational,2015
831,2016-02-29,CA,Informational,2015
832,2016-02-29,CA,Regular,2015
833,2016-02-29,CA,Informational,2015
834,2016-03-01,CA,Informational,2015
835,2016-03-01,CA,Informational,2015
836,2016-03-01,CA,Budget,2015
837,2016-03-01,CA,Informational,2015
838,2016-03-01,CA,Informational,2015
839,2016-03-02,CA,Informational,2015
840,2016-03-02,CA,Budget,2015
841,2016-03-02,CA,Budget,2015
842,2016-03-02,CA,Informational,2015
843,2016-02-29,CA,Regular,2015
844,2016-03-01,CA,Informational,2015
845,2016-03-02,CA,Informational,2015
846,2016-03-01,CA,Regular,2015
847,2016-03-02,CA,Budget,2015
848,2016-03-03,CA,Budget,2015
849,2016-03-03,CA,Budget,2015
850,2016-03-03,CA,Regular,2015
851,2016-03-03,CA,Regular,2015
852,2016-03-07,CA,Informational,2015
853,2016-03-07,CA,Regular,2015
854,2016-03-07,CA,Regular,2015
855,2016-03-07,CA,Regular,2015
856,2016-03-08,CA,Regular,2015
857,2016-03-08,CA,Informational,2015
858,2016-03-08,CA,Budget,2015
859,2016-03-08,CA,Budget,2015
860,2016-03-08,CA,Regular,2015
861,2016-03-08,CA,Regular,2015
862,2016-03-08,CA,Informational,2015
863,2016-03-08,CA,Informational,2015
864,2016-03-08,CA,Budget,2015
865,2016-03-09,CA,Informational,2015
866,2016-03-09,CA,Regular,2015
867,2016-03-09,CA,Informational,2015
868,2016-03-08,CA,Informational,2015
869,2016-03-09,CA,Budget,2015
870,2016-03-09,CA,Informational,2015
871,2016-03-09,CA,Budget,2015
872,2016-03-09,CA,Budget,2015
873,2016-03-10,CA,Budget,2015
874,2016-03-10,CA,Regular,2015
876,2016-03-10,CA,Budget,2015
877,2016-03-10,CA,Regular,2015
878,2015-08-31,CA,Regular,2015
879,2015-08-31,CA,Regular,2015
880,2016-03-14,CA,Regular,2015
881,2016-03-14,CA,Informational,2015
882,2016-03-14,CA,Regular,2015
883,2016-03-14,CA,Regular,2015
884,2015-09-01,CA,Regular,2015
885,2015-09-01,CA,Regular,2015
886,2016-03-15,CA,Regular,2015
887,2016-03-15,CA,Regular,2015
888,2016-03-15,CA,Budget,2015
889,2016-03-15,CA,Informational,2015
890,2016-03-14,CA,Informational,2015
891,2016-03-15,CA,Informational,2015
892,2015-09-02,CA,Regular,2015
893,2015-09-02,CA,Regular,2015
894,2016-03-15,CA,Regular,2015
895,2016-03-15,CA,Budget,2015
896,2016-03-16,CA,Regular,2015
897,2016-03-16,CA,Budget,2015
898,2016-03-16,CA,Regular,2015
899,2016-03-15,CA,Informational,2015
900,2016-03-16,CA,Informational,2015
901,2016-03-16,CA,Budget,2015
902,2016-03-16,CA,Informational,2015
903,2016-03-16,CA,Budget,2015
904,2016-03-17,CA,Regular,2015
905,2016-03-17,CA,Regular,2015
906,2016-03-17,CA,Budget,2015
907,2015-09-03,CA,Regular,2015
908,2016-03-09,CA,Informational,2015
909,2015-09-03,CA,Regular,2015
910,2015-09-04,CA,Regular,2015
911,2015-09-04,CA,Regular,2015
912,2015-09-08,CA,Regular,2015
913,2015-09-10,CA,Regular,2015
914,2016-03-28,CA,Budget,2015
915,2016-03-28,CA,Regular,2015
916,2016-03-28,CA,Regular,2015
917,2016-03-29,CA,Budget,2015
918,2016-03-28,CA,Informational,2015
919,2016-03-29,CA,Regular,2015
920,2016-03-28,CA,Budget,2015
921,2016-03-29,CA,Regular,2015
922,2016-03-29,CA,Regular,2015
923,2016-03-29,CA,Regular,2015
924,2016-03-29,CA,Regular,2015
925,2016-03-29,CA,Regular,2015
926,2016-03-29,CA,Regular,2015
927,2016-03-30,CA,Regular,2015
928,2016-03-30,CA,Regular,2015
929,2016-03-30,CA,Regular,2015
930,2016-03-30,CA,Informational,2015
931,2016-03-30,CA,Regular,2015
932,2016-03-30,CA,Budget,2015
933,2016-03-30,CA,Budget,2015
934,2016-03-30,CA,Budget,2015
935,2016-03-30,CA,Regular,2015
936,2016-03-31,CA,Regular,2015
937,2016-03-31,CA,Regular,2015
938,2016-03-29,CA,Regular,2015
941,2016-03-30,CA,Regular,2015
942,2016-04-04,CA,Regular,2015
943,2016-04-04,CA,Regular,2015
944,2016-04-04,CA,Regular,2015
945,2016-04-04,CA,Budget,2015
946,2016-04-04,CA,Budget,2015
947,2016-04-04,CA,Regular,2015
948,2016-04-05,CA,Regular,2015
949,2016-04-05,CA,Regular,2015
950,2016-04-05,CA,Regular,2015
951,2016-04-04,CA,Regular,2015
952,2016-04-05,CA,Regular,2015
953,2016-04-05,CA,Regular,2015
954,2016-03-31,CA,Regular,2015
955,2016-04-05,CA,Budget,2015
956,2016-04-05,CA,Regular,2015
957,2016-04-05,CA,Regular,2015
958,2016-04-05,CA,Regular,2015
959,2016-04-06,CA,Informational,2015
960,2016-04-06,CA,Regular,2015
961,2016-04-06,CA,Regular,2015
962,2016-04-06,CA,Informational,2015
963,2016-04-07,CA,Informational,2015
964,2016-04-06,CA,Regular,2015
965,2016-04-06,CA,Regular,2015
966,2016-04-07,CA,Regular,2015
967,2016-04-06,CA,Budget,2015
968,2016-04-06,CA,Regular,2015
969,2016-04-06,CA,Regular,2015
970,2016-04-06,CA,Regular,2015
971,2016-04-07,CA,Budget,2015
972,2016-04-07,CA,Budget,2015
973,2016-04-11,CA,Regular,2015
974,2016-04-11,CA,Regular,2015
975,2016-04-11,CA,Regular,2015
976,2016-04-11,CA,Regular,2015
977,2016-04-11,CA,Budget,2015
978,2016-04-11,CA,Regular,2015
979,2016-04-12,CA,Regular,2015
980,2016-04-12,CA,Regular,2015
981,2016-04-12,CA,Regular,2015
982,2016-04-12,CA,Budget,2015
983,2016-04-12,CA,Regular,2015
984,2016-04-12,CA,Regular,2015
985,2016-04-13,CA,Regular,2015
986,2016-04-13,CA,Regular,2015
987,2016-04-12,CA,Regular,2015
988,2016-04-13,CA,Budget,2015
989,2016-04-13,CA,Regular,2015
990,2016-04-14,CA,Regular,2015
991,2016-04-13,CA,Regular,2015
992,2016-04-13,CA,Regular,2015
993,2016-04-13,CA,Informational,2015
994,2016-04-14,CA,Regular,2015
995,2016-04-12,CA,Regular,2015
996,2016-04-14,CA,Budget,2015
997,2016-04-14,CA,Budget,2015
998,2016-04-13,CA,Regular,2015
999,2016-04-13,CA,Regular,2015
1000,2016-04-18,CA,Regular,2015
1001,2016-04-18,CA,Regular,2015
1002,2016-04-18,CA,Regular,2015
1003,2016-04-18,CA,Regular,2015
1004,2016-04-18,CA,Regular,2015
1005,2016-04-18,CA,Regular,2015
1006,2016-04-19,CA,Regular,2015
1007,2016-04-19,CA,Regular,2015
1008,2016-04-19,CA,Regular,2015
1009,2016-04-19,CA,Regular,2015
1010,2016-04-19,CA,Regular,2015
1011,2016-04-19,CA,Regular,2015
1012,2016-04-19,CA,Regular,2015
1013,2016-04-20,CA,Budget,2015
1014,2016-04-20,CA,Regular,2015
1015,2016-04-20,CA,Regular,2015
1016,2016-04-20,CA,Regular,2015
1017,2016-04-20,CA,Regular,2015
1018,2016-04-20,CA,Regular,2015
1019,2016-04-21,CA,Informational,2015
1020,2016-04-21,CA,Regular,2015
1021,2016-04-21,CA,Regular,2015
1022,2016-04-21,CA,Regular,2015
1023,2016-04-21,CA,Regular,2015
1026,2016-04-20,CA,Regular,2015
1027,2016-04-25,CA,Regular,2015
1033,2016-04-25,CA,Informational,2015
1035,2016-04-25,CA,Budget,2015
1036,2016-04-25,CA,Regular,2015
1037,2016-04-25,CA,Regular,2015
1038,2016-04-25,CA,Regular,2015
1039,2016-04-25,CA,Regular,2015
1041,2016-04-26,CA,Regular,2015
1042,2016-04-26,CA,Regular,2015
1044,2016-04-26,CA,Informational,2015
1046,2016-04-26,CA,Regular,2015
1048,2016-04-26,CA,Regular,2015
1049,2016-04-26,CA,Regular,2015
1052,2016-04-26,CA,Budget,2015
1054,2016-04-26,CA,Informational,2015
1056,2016-04-26,CA,Regular,2015
1057,2016-04-27,CA,Regular,2015
1058,2016-04-27,CA,Regular,2015
1059,2016-04-27,CA,Informational,2015
1060,2016-04-27,CA,Regular,2015
1062,2016-04-27,CA,Regular,2015
1063,2016-04-27,CA,Regular,2015
1064,2016-04-27,CA,Regular,2015
1065,2016-04-28,CA,Regular,2015
1066,2016-04-28,CA,Informational,2015
1069,2016-04-28,CA,Budget,2015
1070,2016-04-28,CA,Regular,2015
1071,2016-04-21,CA,Budget,2015
1072,2016-04-28,CA,Budget,2015
1073,2016-04-20,CA,Regular,2015
1074,2016-04-19,CA,Regular,2015
1075,2015-09-08,CA,Regular,2015
1076,2016-05-02,CA,Regular,2015
1077,2016-05-02,CA,Regular,2015
1078,2016-05-02,CA,Regular,2015
1079,2016-05-02,CA,Informational,2015
1080,2016-02-18,CA,Regular,2015
1081,2016-04-07,CA,Regular,2015
1082,2016-05-03,CA,Regular,2015
1083,2016-05-03,CA,Informational,2015
1084,2016-05-03,CA,Regular,2015
1085,2016-05-03,CA,Budget,2015
1086,2016-05-03,CA,Regular,2015
1087,2016-05-03,CA,Regular,2015
1088,2016-05-03,CA,Regular,2015
1089,2016-05-03,CA,Budget,2015
1090,2016-05-03,CA,Informational,2015
1091,2016-04-21,CA,Budget,2015
1092,2016-05-03,CA,Informational,2015
1093,2016-05-04,CA,Regular,2015
1094,2016-04-12,CA,Regular,2015
1095,2016-05-04,CA,Informational,2015
