hid,date,state,lastTouched,type,date_ts,lastTouched_ts,session_year,dr_changed,dr_changed_ts,subject
980,2016-04-12,CA,"2017-01-10 04:15:48",Regular,1460419200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
981,2016-04-12,CA,"2017-01-10 04:15:48",Regular,1460419200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
982,2016-04-12,CA,"2017-01-10 04:15:48",Budget,1460419200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
983,2016-04-12,CA,"2017-01-10 04:15:48",Regular,1460419200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
984,2016-04-12,CA,"2017-01-10 04:15:48",Regular,1460419200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
985,2016-04-13,CA,"2017-01-10 04:15:48",Regular,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
986,2016-04-13,CA,"2017-01-10 04:15:48",Regular,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
987,2016-04-12,CA,"2017-01-10 04:15:48",Regular,1460419200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
988,2016-04-13,CA,"2017-01-10 04:15:48",Budget,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
989,2016-04-13,CA,"2017-01-10 04:15:48",Regular,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
990,2016-04-14,CA,"2017-01-10 04:15:48",Regular,1460592000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
991,2016-04-13,CA,"2017-01-10 04:15:48",Regular,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
992,2016-04-13,CA,"2017-01-10 04:15:48",Regular,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
993,2016-04-13,CA,"2017-01-10 04:15:48",Informational,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
994,2016-04-14,CA,"2017-01-10 04:15:48",Regular,1460592000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
995,2016-04-12,CA,"2017-01-10 04:15:48",Regular,1460419200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
996,2016-04-14,CA,"2017-01-10 04:15:48",Budget,1460592000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
997,2016-04-14,CA,"2017-01-10 04:15:48",Budget,1460592000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
998,2016-04-13,CA,"2017-01-10 04:15:48",Regular,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
999,2016-04-13,CA,"2017-01-10 04:15:48",Regular,1460505600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1000,2016-04-18,CA,"2017-01-10 04:15:48",Regular,1460937600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1001,2016-04-18,CA,"2017-01-10 04:15:48",Regular,1460937600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1002,2016-04-18,CA,"2017-01-10 04:15:48",Regular,1460937600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1003,2016-04-18,CA,"2017-01-10 04:15:48",Regular,1460937600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1004,2016-04-18,CA,"2017-01-10 04:15:48",Regular,1460937600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1005,2016-04-18,CA,"2017-01-10 04:15:48",Regular,1460937600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1006,2016-04-19,CA,"2017-01-10 04:15:48",Regular,1461024000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1007,2016-04-19,CA,"2017-01-10 04:15:48",Regular,1461024000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1008,2016-04-19,CA,"2017-01-10 04:15:48",Regular,1461024000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1009,2016-04-19,CA,"2017-01-10 04:15:48",Regular,1461024000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1010,2016-04-19,CA,"2017-01-10 04:15:48",Regular,1461024000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1011,2016-04-19,CA,"2017-01-10 04:15:48",Regular,1461024000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1012,2016-04-19,CA,"2017-01-10 04:15:48",Regular,1461024000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1013,2016-04-20,CA,"2017-01-10 04:15:48",Budget,1461110400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1014,2016-04-20,CA,"2017-01-10 04:15:48",Regular,1461110400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1015,2016-04-20,CA,"2017-01-10 04:15:48",Regular,1461110400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1016,2016-04-20,CA,"2017-01-10 04:15:48",Regular,1461110400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1017,2016-04-20,CA,"2017-01-10 04:15:48",Regular,1461110400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1018,2016-04-20,CA,"2017-01-10 04:15:48",Regular,1461110400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1019,2016-04-21,CA,"2017-01-10 04:15:48",Informational,1461196800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1020,2016-04-21,CA,"2017-01-10 04:15:48",Regular,1461196800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1021,2016-04-21,CA,"2017-01-10 04:15:48",Regular,1461196800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1022,2016-04-21,CA,"2017-01-10 04:15:48",Regular,1461196800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1023,2016-04-21,CA,"2017-01-10 04:15:48",Regular,1461196800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1026,2016-04-20,CA,"2017-01-10 04:15:48",Regular,1461110400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1027,2016-04-25,CA,"2017-01-10 04:15:48",Regular,1461542400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1033,2016-04-25,CA,"2017-01-10 04:15:48",Informational,1461542400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1035,2016-04-25,CA,"2017-01-10 04:15:48",Budget,1461542400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1036,2016-04-25,CA,"2017-01-10 04:15:48",Regular,1461542400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1037,2016-04-25,CA,"2017-01-10 04:15:48",Regular,1461542400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1038,2016-04-25,CA,"2017-01-10 04:15:48",Regular,1461542400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1039,2016-04-25,CA,"2017-01-10 04:15:48",Regular,1461542400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1041,2016-04-26,CA,"2017-01-10 04:15:48",Regular,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1042,2016-04-26,CA,"2017-01-10 04:15:48",Regular,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1044,2016-04-26,CA,"2017-01-10 04:15:48",Informational,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1046,2016-04-26,CA,"2017-01-10 04:15:48",Regular,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1048,2016-04-26,CA,"2017-01-10 04:15:48",Regular,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1049,2016-04-26,CA,"2017-01-10 04:15:48",Regular,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1052,2016-04-26,CA,"2017-01-10 04:15:48",Budget,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1054,2016-04-26,CA,"2017-01-10 04:15:48",Informational,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1056,2016-04-26,CA,"2017-01-10 04:15:48",Regular,1461628800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1057,2016-04-27,CA,"2017-01-10 04:15:48",Regular,1461715200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1058,2016-04-27,CA,"2017-01-10 04:15:48",Regular,1461715200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1059,2016-04-27,CA,"2017-01-10 04:15:48",Informational,1461715200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1060,2016-04-27,CA,"2017-01-10 04:15:48",Regular,1461715200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1062,2016-04-27,CA,"2017-01-10 04:15:48",Regular,1461715200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1063,2016-04-27,CA,"2017-01-10 04:15:48",Regular,1461715200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1064,2016-04-27,CA,"2017-01-10 04:15:48",Regular,1461715200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1065,2016-04-28,CA,"2017-01-10 04:15:48",Regular,1461801600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1066,2016-04-28,CA,"2017-01-10 04:15:48",Informational,1461801600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1069,2016-04-28,CA,"2017-01-10 04:15:48",Budget,1461801600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1070,2016-04-28,CA,"2017-01-10 04:15:48",Regular,1461801600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1071,2016-04-21,CA,"2017-01-10 04:15:48",Budget,1461196800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1072,2016-04-28,CA,"2017-01-10 04:15:48",Budget,1461801600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1073,2016-04-20,CA,"2017-01-10 04:15:48",Regular,1461110400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1074,2016-04-19,CA,"2017-01-10 04:15:48",Regular,1461024000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1075,2015-09-08,CA,"2017-01-10 04:15:48",Regular,1441670400,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1076,2016-05-02,CA,"2017-01-10 04:15:48",Regular,1462147200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1077,2016-05-02,CA,"2017-01-10 04:15:48",Regular,1462147200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1078,2016-05-02,CA,"2017-01-10 04:15:48",Regular,1462147200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1079,2016-05-02,CA,"2017-01-10 04:15:48",Informational,1462147200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1080,2016-02-18,CA,"2017-01-10 04:15:48",Regular,1455753600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1081,2016-04-07,CA,"2017-01-10 04:15:48",Regular,1459987200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1082,2016-05-03,CA,"2017-01-10 04:15:48",Regular,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1083,2016-05-03,CA,"2017-01-10 04:15:48",Informational,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1084,2016-05-03,CA,"2017-01-10 04:15:48",Regular,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1085,2016-05-03,CA,"2017-01-10 04:15:48",Budget,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1086,2016-05-03,CA,"2017-01-10 04:15:48",Regular,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1087,2016-05-03,CA,"2017-01-10 04:15:48",Regular,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1088,2016-05-03,CA,"2017-01-10 04:15:48",Regular,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1089,2016-05-03,CA,"2017-01-10 04:15:48",Budget,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1090,2016-05-03,CA,"2017-01-10 04:15:48",Informational,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1091,2016-04-21,CA,"2017-01-10 04:15:48",Budget,1461196800,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1092,2016-05-03,CA,"2017-01-10 04:15:48",Informational,1462233600,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1093,2016-05-04,CA,"2017-01-10 04:15:48",Regular,1462320000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1094,2016-04-12,CA,"2017-01-10 04:15:48",Regular,1460419200,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
1095,2016-05-04,CA,"2017-01-10 04:15:48",Informational,1462320000,1484021748,2015,"2017-01-10 04:15:48",1484021748,NULL
